"","DepMap_ID","stripped_cell_line_name","CCLE_Name","Alias","COSMICID","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","primary_disease","Subtype","age","Sanger_Model_ID","WTSI_Master_Cell_ID","depmap_public_comments","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","copy_number","abs_CN","mRNA_expression","protein_expression","CERES","p_dep"
"72","ACH-000074","KU812","KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907311,"Male","ATCC",2,-3.28760252271789,"","RPMI + 10% FBS","72.3","CVCL_0379","haematopoietic_and_lymphoid_tissue","","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",38,"SIDM00308",598,"","blood","CML","blast_crisis","",1.39015131336475,2,0.6959938131099,NA,-0.143992747024148,0.0467791451741217
"73","ACH-000075","U87MG","U87MG_CENTRAL_NERVOUS_SYSTEM","",687590,"Unknown","ATCC",2,-2.31895816037099,"Adherent","EMEM + 10% FBS","62.1","CVCL_0022","central_nervous_system","Primary","Brain Cancer","Astrocytoma",44,"SIDM01189",549,"","central_nervous_system","glioma","astrocytoma","",1.0147996396276,2,2.97085365434048,-0.876407852512234,-0.333966834128193,0.173191611282862
"74","ACH-000076","NCO2","NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Female","HSRRB",2,-3.93357967491841,"","RPMI + 10% FBS","55","CVCL_3043","haematopoietic_and_lymphoid_tissue","","Leukemia","Chronic Myelogenous Leukemia (CML)",35,"",NA,"","blood","CML","","",1.2228373303298,1,0.070389327891398,NA,0.128688067536964,0.0033657551519711
"75","ACH-000077","MJ","MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","ATCC",NA,NA,"","","","CVCL_1414","haematopoietic_and_lymphoid_tissue","","Lymphoma","T-cell, Non-Hodgkins, Cutaneous",50,"",NA,"","lymphocyte","non_hodgkin_lymphoma","t_cell_cutaneous","",1.0001320060387,2,3.4369613378336,NA,NA,NA
"76","ACH-000078","MHHNB11","MHHNB11_AUTONOMIC_GANGLIA","",908135,"Male","DSMZ",3,-2.12452403570191,"Adherent","RPMI + 10% FBS","60.3","CVCL_1412","autonomic_ganglia","Metastasis","Neuroblastoma","",4,"SIDM00387",1818,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",1.12180012768758,3,1.23266075679027,NA,-0.217603223109511,0.0854024491289867
"77","ACH-000079","TE125T","TE125T_FIBROBLAST","",NA,"Female","ATCC",NA,NA,"","","","CVCL_1740","fibroblast","","Fibroblast","Soft tissue",1,"",NA,"","fibroblast","fibroblast_soft_tissue","","",1.00269601436992,2,2.28095631383106,NA,NA,NA
"78","ACH-000080","BDCM","BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","ATCC",0,-1.09752105522081,"","RPMI + 10% FBS","74.2","CVCL_4613","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",NA,"",NA,"","blood","AML","M5","",1.00202491906321,2,0.0565835283663675,NA,NA,NA
"79","ACH-000081","GDM1","GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",906870,"Female","ATCC",NA,NA,"","","","CVCL_1230","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Myelogenous Leukemia (AML)",66,"SIDM01057",164,"","blood","AML","","",1.31567166899043,3,0.286881147788162,NA,NA,NA
"80","ACH-000082","G292CLONEA141B1","G292CLONEA141B1_BONE","G292CLONEA141B1, G-292 clone A141B1",1290807,"Female","ATCC",2,-4.3658537833166,"Adherent","McCoy's 5A + 10% FBS","75.2","CVCL_2909","bone","Primary","Bone Cancer","Osteosarcoma",9,"SIDM00858",661,"","bone","osteosarcoma","","",2.29071025664711,7,4.82578562746479,NA,-0.102953949724622,0.0337587964406908
"81","ACH-000083","HS281T","HS281T_FIBROBLAST","",NA,"Female","ATCC",NA,NA,"","","","CVCL_0715","fibroblast","","Fibroblast","Breast",37,"",NA,"","fibroblast","fibroblast_breast","","",0.9973614173082,2,4.80064109732908,NA,NA,NA
"82","ACH-000085","T3M4","T3M4_PANCREAS","",NA,"Male","RIKEN",1,-2.8620326229823,"Adherent","F12 + 10% FBS","92.9","CVCL_4056","lymph_node","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",64,"",NA,"","pancreas","exocrine","exocrine_adenocarcinoma","",1.0895961817958,3,2.07382023329167,NA,-0.150816532850057,0.0407825968750737
"83","ACH-000086","ACCMESO1","ACCMESO1_PLEURA","",NA,"Female","RIKEN",2,-4.05406939467259,"","RPMI + 10% FBS + Glutamax + Sodium pyruvate","78.6","CVCL_5113","pleura","","Lung Cancer","Mesothelioma",61,"",NA,"","lung","mesothelioma","","",0.96702126782132,1,3.18903382439002,NA,0.0855306551909872,0.00160333350283064
"84","ACH-000087","SKES1","SKES1_BONE","",684072,"Male","ATCC",2,-3.08213226028072,"","McCoy's 5A + 15% FBS","58","CVCL_0627","bone","Primary","Bone Cancer","Ewings Sarcoma",18,"SIDM01111",41,"","bone","Ewing_sarcoma","","EWS_FLI",0.966717492386596,2,6.08193608171943,2.83728380684357,0.0638447209137893,0.00398268257866738
"85","ACH-000088","HS172T","HS172T_FIBROBLAST","",NA,"Male","ATCC",NA,NA,"","","","CVCL_0660","fibroblast","","Fibroblast","Bladder",50,"",NA,"","fibroblast","fibroblast_urinary_tract","","",1.01326038613985,2,2.13422093976063,NA,NA,NA
"86","ACH-000089","NCIH684","NCIH684_LARGE_INTESTINE","",NA,"Male","KCLB",NA,NA,"","","","CVCL_9980","liver","Metastasis","Colon/Colorectal Cancer","Adenocarcinoma",55,"",NA,"","colorectal","colorectal_adenocarcinoma","","",0.742799794560386,NA,5.47053686509258,NA,NA,NA
"87","ACH-000090","PC3","PC3_PROSTATE","",905934,"Male","ATCC",0,-2.13461502233115,"","","","CVCL_0035","bone","Metastasis","Prostate Cancer","Adenocarcinoma",62,"SIDM00088",911,"","prostate","prostate_adenocarcinoma","","",0.77039416440367,2,2.62760683812965,0.144873940855406,NA,NA
"88","ACH-000091","OV56","OV56_OVARY","",1480362,"Female","ECACC",NA,NA,"","","","CVCL_2673","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, serous",46,"SIDM00475",686,"","ovary","ovary_adenocarcinoma","serous","",1.01783438837794,2,2.06695024392463,-1.82731877236823,NA,NA
"89","ACH-000092","NCIH2452","NCIH2452_PLEURA","",908462,"Male","ATCC",2,-4.02109454390076,"Adherent","RPMI + 10% FBS","85.7","CVCL_1553","pleura","Metastasis","Lung Cancer","Mesothelioma",NA,"SIDM00722",624,"","lung","mesothelioma","","",1.60242290720498,3,4.30888505741176,NA,-0.05304609127654,0.0122420797288886
"90","ACH-000093","PANC0504","PANC0504_PANCREAS","",NA,"Female","ATCC",2,-1.57266891835492,"","","","CVCL_1637","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",77,"",NA,"","pancreas","exocrine","exocrine_adenocarcinoma","",1.03500616048093,4,4.69432306012539,NA,NA,NA
"91","ACH-000094","HPAFII","HPAFII_PANCREAS","",724869,"Male","ATCC",NA,NA,"","","","CVCL_0313","ascites","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",44,"SIDM00669",889,"","pancreas","exocrine","exocrine_adenocarcinoma","",1.09813729217581,3,4.78607355157855,NA,NA,NA
"92","ACH-000095","D341","D341MED_CENTRAL_NERVOUS_SYSTEM","D341MED",NA,"Male","ATCC",3,-2.73983003530331,"","DMEM:F12 (1:1) + 15% FBS","95.6","CVCL_0018","central_nervous_system","","Brain Cancer","Medulloblastoma",3.5,"",NA,"","central_nervous_system","medulloblastoma","med_group_3","MYC_amp",1.2503144314934,3,3.21878116778407,NA,-0.049747488751031,0.0160308000293373
"93","ACH-000096","G401","G401_SOFT_TISSUE","",907299,"Male","ATCC",2,-2.40530854707555,"Adherent","McCoy's 5A + 10% FBS","38","CVCL_0270","kidney","Primary","Rhabdoid","Malignant Rhabdoid Tumor",0.25,"SIDM00856",962,"","kidney","malignant_rhabdoid_tumor","","",1.00412337573352,2,4.1554254317472,1.69687671746746,0.0613059791702176,0.00543836029199047
"94","ACH-000097","ZR751","ZR751_BREAST","",NA,"Female","ATCC",2,-4.29022959399066,"Adherent","RPMI + 10% FBS","79.1","CVCL_0588","ascites","Metastasis","Breast Cancer","Breast Ductal Carcinoma",63,"SIDM00314",NA,"","breast","breast_ductal_carcinoma","ERpos_HER2neg","luminal",1.87758856334819,7,4.26978123827438,1.82523863035305,-0.207072593859355,0.0858697115140864
"95","ACH-000098","GAMG","GAMG_CENTRAL_NERVOUS_SYSTEM","",906868,"Female","DSMZ",2,-5.02631484896104,"Adherent","DMEM + 10% FBS + 2mM Glutamax","91.1","CVCL_1226","central_nervous_system","Primary","Brain Cancer","Glioblastoma",42,"SIDM01055",1174,"","central_nervous_system","glioma","glioblastoma","",0.999897503641189,3,2.75702324650746,NA,0.13565735423384,0.00141282240212421
"96","ACH-000099","SIMA","SIMA_AUTONOMIC_GANGLIA","",753620,"Male","DSMZ",3,-3.24321312056426,"","RPMI + 10% FBS","59","CVCL_1695","autonomic_ganglia","","Neuroblastoma","",1.67,"SIDM00395",2076,"","peripheral_nervous_system","neuroblastoma","","",1.01515527503865,2,5.29535569289167,NA,0.0619593616037541,0.00311000325498979
"97","ACH-000100","RH41","RH41_SOFT_TISSUE","",1240210,"Female","DSMZ",0,-2.89819980091369,"Adherent","RPMI + 10% FBS","75.2","CVCL_2176","liver","Metastasis","Sarcoma","Rhabdomyosarcoma, alveolar",NA,"SIDM00426",2052,"","soft_tissue","rhabdomyosarcoma","alveolar","",1.18683622271581,4,3.05137210172103,0.378976978886913,NA,NA
"98","ACH-000101","KE37","KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907277,"Male","DSMZ",NA,NA,"","","","CVCL_1327","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",27,"SIDM01003",1012,"","blood","ALL","t_cell","",1.23096083986672,3,1.68706068833989,NA,NA,NA
"99","ACH-000102","GMS10","GMS10_CENTRAL_NERVOUS_SYSTEM","",906873,"Male","DSMZ",NA,NA,"","","","CVCL_1233","central_nervous_system","Primary","Brain Cancer","Glioblastoma",49,"SIDM01074",294,"","central_nervous_system","glioma","glioblastoma","",1.28966515426663,2,4.73335434061383,NA,NA,NA
"100","ACH-000103","CAOV4","CAOV4_OVARY","",949090,"Female","ATCC",NA,NA,"","","","CVCL_0202","ovary","Metastasis","Ovarian Cancer","Adenocarcinoma, high grade serous",45,"SIDM00918",1524,"","ovary","ovary_adenocarcinoma","high_grade_serous","",0.844669314184885,2,2.61588707391606,NA,NA,NA
"101","ACH-000104","LOUCY","LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907789,"Female","ATCC",NA,NA,"","","","CVCL_1380","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",38,"SIDM00342",1645,"","blood","ALL","t_cell","",0.985022560962295,2,1.84799690655495,NA,NA,NA
"102","ACH-000105","ALLSIL","ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1295740,"Male","DSMZ",NA,NA,"","","","CVCL_1805","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",17,"SIDM00994",2263,"","blood","ALL","t_cell","",1.29755744939751,3,0.111031312388744,NA,NA,NA
"103","ACH-000106","JVM2","JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907269,"Female","DSMZ",0,-1.82774588674132,"","RPMI + 10% FBS","67.4","CVCL_1319","haematopoietic_and_lymphoid_tissue","","Lymphoma","B-cell, Non-Hodgkins, Mantle Cell",63,"SIDM01013",764,"","lymphocyte","non_hodgkin_lymphoma","b_cell_mantle_cell","",1.00171802172955,2,0.176322772640463,NA,NA,NA
"104","ACH-000107","CAPAN2","CAPAN2_PANCREAS","",910915,"Male","ATCC",NA,NA,"","","","CVCL_0026","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",56,"SIDM00943",703,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.69693267898369,1,4.63401235640212,NA,NA,NA
"105","ACH-000108","KP3","KP3_PANCREAS","",1298219,"Male","HSRRB",3,-4.00247698415391,"","RPMI + 10% FBS","69.1","CVCL_3005","liver","Metastasis","Pancreatic Cancer","Ductal Adenosquamous Carcinoma, exocrine",75,"SIDM00571",155,"","pancreas","exocrine","exocrine_adenosquamous","",0.760513942727455,2,3.4594316186373,NA,-0.0233357357423853,0.0125439355917286
"106","ACH-000109","NCIH3255","NCIH3255_LUNG","",NA,"Female","Academic lab",NA,NA,"","","","CVCL_6831","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00046",NA,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.30442406062186,7,0.970853654340484,-0.766906561738012,NA,NA
"107","ACH-000110","NCCSTCK140","NCCSTCK140_STOMACH","",NA,"Female","RIKEN",NA,NA,"","","","CVCL_3055","stomach","","Gastric Cancer","Adenocarcinoma",36,"",NA,"","gastric","gastric_adenocarcinoma","","",1.46443716346445,4,4.79389588254888,NA,NA,NA
"108","ACH-000111","HCC1187","HCC1187_BREAST","",749711,"Female","ATCC",2,-2.76223376713813,"Mixed adherent and suspension","RPMI + 10% FBS","90.8","CVCL_1247","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",41,"SIDM00885",1644,"","breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_A",1.14381585656922,1,2.21723071622067,-0.430080462953365,0.0933715482402746,0.00506208537084003
"109","ACH-000112","SIGM5","SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",909715,"Male","DSMZ",0,-0.717793425646142,"","IMDM + 10% FBS","31.3","CVCL_1694","bone_marrow","","Leukemia","Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",63,"SIDM00396",656,"","blood","AML","M5","",1.15438971679415,4,1.0703893278914,NA,NA,NA
"110","ACH-000113","OCIAML2","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",910947,"Male","DSMZ",2,-3.66401568442211,"","AlphaMEM + 20% FBS","57.9","CVCL_1619","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",65,"SIDM00446",749,"","blood","AML","M4","",1.2242341596377,3,1.26303440583379,NA,-0.0426474839138269,0.0119395173748955
"111","ACH-000114","SU8686","SU8686_PANCREAS","",1240218,"Female","ATCC",1,-3.97051339862434,"","RPMI + 10% FBS","89.8","CVCL_3881","liver","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",57,"SIDM01188",268,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.736831403816982,2,3.45549162062847,-0.0553950341299089,-0.156217352129771,0.049512388641089
"112","ACH-000115","VCAP","VCAP_PROSTATE","",1299075,"Male","ATCC",2,-2.86808810121495,"Adherent","DMEM + 10% FBS","54.2","CVCL_2235","bone","Metastasis","Prostate Cancer","Adenocarcinoma",59,"SIDM01077",2154,"","prostate","prostate_adenocarcinoma","","",1.07047496061834,4,1.67807190511264,NA,-0.139815524780647,0.0498049337504079
"113","ACH-000116","OAW28","OAW28_OVARY","",946360,"Female","ECACC",2,-4.53244487330183,"Adherent","DMEM + 10% FBS","50.1","CVCL_1614","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, high grade serous",NA,"SIDM00481",173,"","ovary","ovary_adenocarcinoma","high_grade_serous","",0.942466994705364,2,1.95977015521147,NA,0.0700952451783258,0.00228380036123599
"114","ACH-000117","EFM192A","EFM192A_BREAST","",1290798,"Female","DSMZ",NA,NA,"","","","CVCL_1812","pleural_effusion","Metastasis","Breast Cancer","Adenocarcinoma",46,"SIDM01002",1187,"","breast","breast_adenocarcinoma","ERpos_HER2pos","HER2_amp",0.706272285745748,1,3.01435529297707,0.396834027889996,NA,NA
"115","ACH-000118","HUPT3","HUPT3_PANCREAS","",907285,"Male","DSMZ",4,-4.5215432641744,"Adherent","MEM + 10% FBS","70.2","CVCL_1299","ascites","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",66,"SIDM00533",109,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.647672125084388,1,1.08406426478847,0.428933218438854,-0.0442868082833253,0.0154382693873909
"116","ACH-000119","HS863T","HS863T_FIBROBLAST","",NA,"Female","ATCC",NA,NA,"","","","CVCL_0959","fibroblast","","Fibroblast","Bone",5,"",NA,"","fibroblast","fibroblast_bone","","",1.00086275781824,2,2.97452931248388,NA,NA,NA
"117","ACH-000120","CHP212","CHP212_AUTONOMIC_GANGLIA","",906820,"Male","ATCC",4,-3.01687113627342,"Adherent","EMEM:F12 (1:1) + 10% FBS","45.2","CVCL_1125","central_nervous_system","","Neuroblastoma","",NA,"SIDM00910",13,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",0.994452706104447,2,1.48542682717024,NA,-0.264108492054598,0.159389444578257
"118","ACH-000121","NCIH2405","NCIH2405_LUNG","",687821,"Male","ATCC",NA,NA,"","","","CVCL_1551","ascites","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,"SIDM00724",82,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.68796093711545,2,5.21839371107679,NA,NA,NA
"119","ACH-000122","SUPT11","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","DSMZ",NA,NA,"","","","CVCL_2210","bone_marrow","","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",74,"",NA,"","blood","ALL","t_cell","",1.07395337974146,2,0.176322772640463,NA,NA,NA
"120","ACH-000123","COV434","COV434_OVARY","",NA,"Female","ECACC",3,-3.9935766878444,"Adherent","DMEM + 10% FBS + 2mM L-glutamine","43","CVCL_2010","ovary","Primary","Ovarian Cancer","Adenocarcinoma, endometrioid",NA,"",NA,"","ovary","ovary_adenocarcinoma","endometrioid","",1.01955728907446,2,0.887525270741587,NA,-0.0017691860772147,0.00509597723332727
"121","ACH-000124","OCILY19","OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1330984,"Female","DSMZ",0,-0.189954162119699,"","","","CVCL_1878","bone_marrow","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",27,"SIDM00460",1972,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",1.57580575852782,4,2.66448284036468,NA,NA,NA
"122","ACH-000125","TO175T","TO175T_FIBROBLAST","",NA,"Male","ATCC",NA,NA,"","","","CVCL_3806","lymph_node","Metastasis","Fibroblast","Lymphoma",29,"",NA,"","fibroblast","fibroblast_lymphocyte","","",1.00084975010491,2,3.06177619758669,NA,NA,NA
"123","ACH-000126","KG1C","KG1C_CENTRAL_NERVOUS_SYSTEM","",NA,"Male","HSRRB",NA,NA,"","","","CVCL_2971","central_nervous_system","Primary","Brain Cancer","Oligodendroglioma",13,"SIDM00784",NA,"","central_nervous_system","glioma","oligodendroglioma","",1.20557721010245,3,3.1243281350022,NA,NA,NA
"124","ACH-000127","SLR20","SLR20_KIDNEY","",NA,"Unknown","Academic lab",1,-5.4602425618301,"not found","not found","88","CVCL_V606","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",NA,"",NA,"","kidney","renal_cell_carcinoma","","",0.786259385652978,2,3.11603199344711,NA,-0.0352887412774374,0.0123889349769373
"125","ACH-000128","LN319","LN319_CENTRAL_NERVOUS_SYSTEM","",NA,"Male","Academic lab",2,-3.11251365687467,"not found","not found","68.8","CVCL_3958","central_nervous_system","","Brain Cancer","Astrocytoma",67,"",NA,"","central_nervous_system","glioma","astrocytoma","",0.981865427587991,4,4.66845955691538,NA,-0.0780900869445222,0.0158924326831692
"126","ACH-000129","NCIH1341","NCIH1341_LUNG","",1330964,"Female","ATCC",NA,NA,"","","","CVCL_1463","cervix","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"SIDM00646",1825,"","lung","SCLC","","",1.24133756344889,3,5.60169651648096,NA,NA,NA
"127","ACH-000130","NALM19","NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","DSMZ",NA,NA,"","","","CVCL_1835","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Lymphoblastic Leukemia (ALL), B-cell",26,"",NA,"","blood","ALL","b_cell","",0.991746743185923,2,1.82374936030827,NA,NA,NA
"128","ACH-000131","HS229T","HS229T_FIBROBLAST","",NA,"Male","ATCC",NA,NA,"","","","CVCL_0698","fibroblast","Primary","Fibroblast","Lung",65,"",NA,"","fibroblast","fibroblast_lung","","",1.00328072175667,2,4.16751850373522,NA,NA,NA
"129","ACH-000132","JHOS2","JHOS2_OVARY","",1479995,"Female","RIKEN",1,-4.49848669984283,"","DMEM:F12 (1:1) + 10% FBS","83.8","CVCL_4647","ovary","Primary","Ovarian Cancer","Adenocarcinoma, high grade serous",45,"SIDM00305",436,"","ovary","ovary_adenocarcinoma","high_grade_serous","",0.667608660990964,1,1.94860084749336,0.798060578954149,-0.0770701992898776,0.0182733808310152
"130","ACH-000133","HS729","HS729_SOFT_TISSUE","",NA,"Male","ATCC",2,-4.42644442063,"Adherent","DMEM + 5% FBS","72","CVCL_0871","fibroblast","Primary","Fibroblast","Soft tissue",74,"",NA,"","fibroblast","fibroblast_soft_tissue","","",1.32557826685044,3,4.23802251782572,NA,-0.101221777584968,0.0217584435994708
"131","ACH-000134","HS274T","HS274T_FIBROBLAST","",NA,"Female","ATCC",NA,NA,"","","","CVCL_0711","fibroblast","","Fibroblast","Breast",66,"",NA,"","fibroblast","fibroblast_breast","","",0.999148251579141,2,3.18269229751619,NA,NA,NA
"132","ACH-000135","HS940T","HS940T_FIBROBLAST","",1298145,"Male","ATCC",NA,NA,"","","","CVCL_1038","fibroblast","Primary","Fibroblast","Skin",57,"SIDM00662",707,"","fibroblast","fibroblast_skin","","",1.14197961838652,2,3.09929520433778,NA,NA,NA
"133","ACH-000136","CHP126","CHP126_AUTONOMIC_GANGLIA","",910567,"Female","DSMZ",NA,NA,"","","","CVCL_1123","autonomic_ganglia","Primary","Neuroblastoma","",1,"SIDM00286",38,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",0.984547649913617,2,1.68257329734758,NA,NA,NA
"134","ACH-000137","8MGBA","8MGBA_CENTRAL_NERVOUS_SYSTEM","",687562,"Female","DSMZ",2,-3.7124310670505,"Adherent","EMEM + 20% FBS","54.3","CVCL_1052","central_nervous_system","Primary","Brain Cancer","Astrocytoma",54,"SIDM00998",1207,"","central_nervous_system","glioma","astrocytoma","",0.933290401648997,2,2.02856915219677,NA,0.0538178011738294,0.00363326764904398
"135","ACH-000138","CFPAC1","CFPAC1_PANCREAS","",906821,"Male","ATCC",3,-3.74820566076144,"Mixed adherent and suspension","DMEM + 10% FBS","67.1","CVCL_1119","liver","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",26,"SIDM00130",572,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.953848647528457,2,3.56437816856506,1.65574377174021,-0.00200077677888094,0.00777498072704611
"136","ACH-000139","PANC0327","PANC0327_PANCREAS","",925346,"Female","ATCC",NA,NA,"","","","CVCL_1635","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",65,"SIDM01138",1873,"","pancreas","exocrine","exocrine_adenocarcinoma","",1.23387532680156,4,3.8923910259134,NA,NA,NA
"137","ACH-000140","PFEIFFER","PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","ATCC",NA,NA,"","","","CVCL_3326","pleural_effusion","Metastasis","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",NA,"",NA,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",0.576992934771483,1,0.070389327891398,NA,NA,NA
"138","ACH-000141","SNU308","SNU308_BILIARY_TRACT","",NA,"Unknown","KCLB",3,-3.5059861547743,"","RPMI + 10% FBS + Sodium bicarbonate","81.4","CVCL_5048","biliary_tract","","Gallbladder Cancer","Adenocarcinoma",NA,"SIDM00161",NA,"","bile_duct","gallbladder_adenocarcinoma","","",0.985772849851048,3,0.475084882948783,NA,0.073682936105034,0.00322426194439495
